co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
383.85,0,0.66,57.94,0.14,14.98,15.19,0.4,2
383.85,0.01,0.98,52.93,0.19,14.92,15.17,0.4,2
383.85,0.02,1.11,49.35,0.22,11.77,12.02,0.39,2
367.17,0.02,0.98,50.07,0.2,8.15,8.37,0.36,1
327.11,0.01,0.59,57.94,0.14,3.54,3.66,0.29,1
317.1,0.01,0.53,59.37,0.13,2.73,2.83,0.29,1
317.1,0.01,0.55,59.37,0.16,2.78,2.88,0.31,1
323.77,0.01,0.61,58.65,0.17,2.85,2.96,0.33,1
330.45,0.01,0.62,57.94,0.19,2.98,3.1,0.37,1
333.79,0.01,0.67,55.79,0.23,3.11,3.26,0.47,1
340.46,0.01,1.17,48.64,0.35,3.28,3.56,0.91,1
353.81,0,1.91,41.49,0.48,3.5,3.95,1.31,1
370.5,0,2.4,36.48,0.53,3.6,4.22,1.46,1
380.52,0,2.61,33.62,0.52,3.58,4.37,1.49,1
387.19,0,2.61,31.83,0.47,3.61,4.45,1.35,1
393.87,0,2.06,32.54,0.35,3.87,4.61,0.96,1
397.21,0,1.34,35.05,0.24,4.26,4.82,0.67,1
397.21,0,1.29,32.19,0.21,4.48,5.02,0.74,1
393.87,0,1.32,28.25,0.18,4.55,5.1,0.83,1
387.19,0,1.19,26.46,0.14,4.5,5.02,0.77,1
373.84,0,0.9,28.25,0.1,4.1,4.5,0.61,1
367.17,0,0.68,32.54,0.08,3.36,3.63,0.47,1
363.83,0,0.6,37.91,0.07,2.62,2.81,0.4,1
353.81,0,0.65,37.19,0.08,2.39,2.57,0.4,1
347.14,0.03,0.77,34.69,0.11,2.45,2.67,0.39,1
350.48,0.09,0.79,37.19,0.16,2.31,2.55,0.41,1
350.48,0.09,0.9,40.41,0.19,2.13,2.4,0.48,1
347.14,0.07,0.99,40.05,0.21,2.03,2.34,0.55,1
350.48,0.05,0.77,45.78,0.17,1.5,1.74,0.5,1
353.81,0.06,0.54,50.78,0.16,1.31,1.51,0.55,1
360.49,0.06,0.44,55.08,0.2,1.7,1.93,0.76,1
373.84,0.06,0.43,58.65,0.24,2.61,2.89,0.96,1
387.19,0.05,0.46,60.8,0.27,3.49,3.8,1.11,1
390.53,0.05,0.48,60.08,0.29,3.99,4.34,1.17,1
407.22,0.12,1.48,49.35,0.5,5.04,5.85,2,1
433.92,0.08,3.09,37.19,0.73,6.7,8.3,2.47,1
453.95,0,4.16,27.54,0.81,7.83,10.29,2.38,1
480.65,0,4.93,21.64,0.89,8.98,12.49,2.72,1
500.68,0,5.74,14.13,0.9,9.44,14.2,3.2,1
547.41,0.03,7.03,7.33,0.9,9.26,15.06,3.77,1
607.49,0.14,7.97,2.91,0.82,8.64,14.54,3.71,1
614.17,0.28,6.86,1.3,0.54,8.25,13.44,2.57,1
574.11,0.16,4.97,1.52,0.3,8.04,12.12,1.77,1
494,0.02,3,3.84,0.18,7.06,9.48,1.2,1
420.57,0.01,1.8,5.14,0.12,6.39,7.92,0.97,1
367.17,0,1.17,6.44,0.09,6.14,7.26,0.81,1
343.8,0,0.87,8.94,0.08,5.85,6.7,0.68,1
337.12,0,0.78,11.62,0.08,5.53,6.22,0.63,1
343.8,0.06,0.84,14.66,0.13,5.48,6.11,0.63,1
360.49,0.07,0.44,27.9,0.13,5.06,5.38,0.42,1
380.52,0.09,0.48,34.33,0.14,3.93,4.18,0.38,1
383.85,0.09,0.43,38.27,0.13,2.83,3.03,0.34,1
377.18,0.06,0.3,45.42,0.09,1.94,2.05,0.24,1
363.83,0.05,0.24,46.49,0.08,1.6,1.69,0.24,1
360.49,0.04,0.24,45.78,0.07,1.64,1.73,0.27,1
357.15,0.04,0.25,46.49,0.07,1.8,1.88,0.29,1
357.15,0.04,0.25,46.49,0.08,2.05,2.14,0.33,1
367.17,0.04,0.29,46.49,0.09,2.28,2.38,0.42,1
377.18,0.03,0.47,45.78,0.15,2.65,2.8,0.67,1
387.19,0.01,0.81,41.13,0.21,3.09,3.31,0.8,1
393.87,0,0.99,36.12,0.22,3.67,3.97,0.76,1
397.21,0,1.03,32.19,0.23,4.51,4.92,0.86,1
407.22,0,1.1,28.97,0.24,5.61,6.15,0.94,1
420.57,0,1.05,26.11,0.21,6.63,7.23,0.85,1
427.25,0,0.94,23.96,0.18,7.28,7.86,0.7,1
427.25,0,0.78,22.35,0.15,7.5,7.95,0.59,1
427.25,0,0.59,22.71,0.13,7.57,7.91,0.52,1
427.25,0,0.44,25.03,0.1,7.34,7.59,0.44,1
423.91,0,0.38,25.75,0.09,6.86,7.06,0.4,1
420.57,0,0.38,25.39,0.08,6.37,6.55,0.38,1
410.56,0,0.39,27.18,0.07,5.47,5.62,0.37,1
400.54,0,0.43,29.68,0.07,3.97,4.11,0.38,1
400.54,0,0.55,30.76,0.09,2.89,3.04,0.41,1
403.88,0.01,0.65,31.47,0.13,2.35,2.51,0.49,1
403.88,0.01,0.65,31.83,0.14,1.83,1.98,0.53,1
400.54,0.02,0.58,32.19,0.14,1.34,1.47,0.5,1
380.52,0.02,0.55,37.91,0.1,1.02,1.11,0.44,1
377.18,0.03,0.55,39.7,0.09,1.03,1.1,0.4,1
377.18,0.04,0.57,39.7,0.1,1.07,1.14,0.36,1
380.52,0.04,0.59,39.34,0.1,1.2,1.28,0.33,1
383.85,0.05,0.6,38.62,0.11,1.55,1.64,0.34,1
383.85,0.05,0.6,38.98,0.12,2,2.1,0.36,1
387.19,0.05,0.74,38.27,0.16,2.65,2.79,0.43,1
403.88,0.02,1.02,35.05,0.21,4,4.21,0.53,1
410.56,0,1.06,32.19,0.21,5.38,5.67,0.58,1
407.22,0,0.98,30.4,0.2,6.22,6.58,0.6,1
403.88,0,0.93,28.97,0.18,5.98,6.34,0.56,1
397.21,0,0.9,28.61,0.16,5.03,5.34,0.5,1
387.19,0,0.9,28.61,0.15,4.22,4.47,0.47,1
380.52,0,0.87,28.25,0.13,3.65,3.84,0.47,1
373.84,0,0.81,26.46,0.12,3.17,3.32,0.46,1
367.17,0,0.79,24.32,0.12,2.71,2.82,0.42,1
360.49,0,0.84,22.35,0.13,2.11,2.2,0.34,1
350.48,0,0.84,22.35,0.12,1.72,1.79,0.26,1
337.12,0,0.8,23.25,0.1,1.44,1.5,0.22,1
323.77,0,0.81,23.96,0.09,1.15,1.22,0.2,1
313.76,0.03,0.85,23.25,0.09,0.96,1.05,0.18,1
303.75,0.1,0.84,23.6,0.12,0.83,0.94,0.18,1
290.39,0.11,0.74,27.54,0.12,0.72,0.83,0.17,1
280.38,0.11,0.58,33.98,0.11,0.64,0.74,0.15,1
277.04,0.08,0.57,45.42,0.11,0.73,0.8,0.11,1
273.71,0.07,0.63,47.21,0.12,0.67,0.74,0.11,1
270.37,0.06,0.66,46.49,0.12,0.6,0.66,0.11,1
273.71,0.06,0.67,47.21,0.14,0.59,0.65,0.11,1
283.72,0.07,0.69,50.07,0.17,0.7,0.77,0.13,1
300.41,0.08,0.72,54.36,0.22,0.91,1,0.16,1
313.76,0.08,0.88,55.08,0.27,1.27,1.4,0.24,1
317.1,0.03,1.14,47.92,0.31,1.67,1.86,0.34,1
320.44,0,1.21,41.49,0.3,1.96,2.21,0.42,1
313.76,0,1.16,34.33,0.28,2.2,2.52,0.5,1
303.75,0,1.1,28.25,0.25,2.32,2.67,0.51,1
297.07,0,1.05,25.03,0.23,2.35,2.69,0.47,1
293.73,0,1.05,24.32,0.21,2.2,2.52,0.45,1
283.72,0,1.04,24.32,0.19,1.92,2.18,0.45,1
277.04,0,0.95,22.89,0.17,1.63,1.85,0.46,1
267.03,0,0.84,21.99,0.14,1.36,1.54,0.41,1
260.35,0,0.75,21.82,0.12,1.06,1.2,0.35,1
253.68,0,0.71,20.56,0.1,0.91,1.02,0.29,1
247,0,0.65,18.95,0.09,0.78,0.87,0.26,1
240.33,0,0.58,17.35,0.07,0.61,0.7,0.24,1
233.65,0.02,0.58,16.27,0.08,0.51,0.63,0.22,1
233.65,0.07,0.56,17.17,0.11,0.5,0.64,0.22,1
233.65,0.09,0.47,20.92,0.12,0.5,0.64,0.21,1
233.65,0.09,0.36,25.39,0.11,0.5,0.64,0.19,1
233.65,0.07,0.34,34.69,0.09,0.5,0.61,0.17,1
236.99,0.06,0.38,39.34,0.09,0.55,0.66,0.18,1
243.66,0.05,0.42,41.84,0.1,0.64,0.75,0.21,1
247,0.05,0.47,43.99,0.11,0.77,0.88,0.23,1
253.68,0.03,0.5,45.42,0.13,0.96,1.08,0.29,1
260.35,0.02,0.58,47.21,0.17,1.16,1.32,0.48,1
277.04,0.02,1.33,44.35,0.4,1.67,2.13,1.33,1
300.41,0.02,2.31,39.7,0.65,2.56,3.44,2.09,1
323.77,0,2.91,36.84,0.79,3.81,5.13,2.34,1
337.12,0,3.04,35.76,0.86,5.24,6.85,2.03,1
333.79,0,2.91,32.19,0.72,5.08,6.61,1.28,1
313.76,0,2.83,26.11,0.47,3.22,4.32,0.68,1
293.73,0,2.31,21.82,0.25,2.01,2.63,0.45,1
287.06,0,1.74,18.77,0.17,1.99,2.42,0.45,1
283.72,0,1.26,17.88,0.14,2.32,2.68,0.49,1
277.04,0,0.83,18.95,0.11,2.53,2.87,0.49,1
270.37,0,0.54,19.67,0.1,2.33,2.65,0.46,1
267.03,0,0.42,18.77,0.09,2,2.27,0.41,1
273.71,0,0.41,17.7,0.09,1.62,1.83,0.36,1
280.38,0,0.44,16.99,0.08,1.15,1.33,0.31,1
287.06,0.03,0.66,19.85,0.11,0.63,0.8,0.23,1
290.39,0.04,0.7,20.92,0.13,0.5,0.68,0.25,1
290.39,0.04,0.64,21.28,0.13,0.5,0.68,0.26,1
267.03,0.04,0.46,24.68,0.09,0.5,0.64,0.21,1
260.35,0.04,0.42,27.18,0.08,0.5,0.62,0.34,1
313.76,0.07,0.93,31.47,0.11,2.74,2.87,1.28,1
397.21,0.13,1.99,40.41,0.16,5.99,6.16,2.6,1
467.3,0.17,2.59,54.36,0.22,8.37,8.58,3.55,1
520.71,0.18,2.74,64.37,0.29,10.71,10.96,4.37,2
500.68,0.16,3.13,49.35,0.49,10.17,10.83,3.96,2
480.65,0.05,4.16,29.33,0.68,9.19,10.56,2.91,1
527.38,0,5.36,19.31,0.76,9.67,11.79,2.34,1
560.76,0,5.57,15.38,0.73,10.1,12.76,2.25,2
554.09,0,5.23,13.05,0.6,9.54,12.23,1.63,1
540.73,0,4.88,11.09,0.48,8.07,10.37,1.14,1
494,0.01,4.37,9.03,0.38,6.28,8.07,0.89,1
440.6,0.01,3.73,6.53,0.29,5.06,6.48,0.85,1
407.22,0.01,3.04,4.96,0.22,4.46,5.66,0.85,1
367.17,0.01,2.27,4.47,0.16,3.99,4.94,0.73,1
333.79,0.01,1.54,4.92,0.12,3.54,4.21,0.58,1
307.08,0,1.03,6.26,0.09,3.03,3.51,0.48,1
287.06,0,0.57,11.98,0.06,1.76,2,0.36,1
283.72,0,0.48,14.13,0.06,1.01,1.21,0.37,1
313.76,0.06,1.14,13.95,0.2,0.78,1.21,0.49,1
327.11,0.13,1.26,16.63,0.28,0.81,1.32,0.66,1
337.12,0.15,1.2,23.6,0.32,0.89,1.45,0.86,1
327.11,0.09,0.7,30.04,0.25,0.72,1.09,0.74,1
313.76,0.06,0.47,33.98,0.26,0.8,1.1,0.98,1
317.1,0.05,0.41,37.19,0.27,1.63,1.96,1.25,1
367.17,0.06,0.54,50.07,0.31,6.61,6.99,1.2,1
410.56,0.07,0.72,67.23,0.35,11.99,12.35,1.14,2
427.25,0.08,0.81,78.68,0.72,18.22,18.68,0.93,2
423.91,0.06,1.06,83.69,1.21,24.77,25.55,0.82,3
393.87,0.02,1.41,77.96,1.13,22.94,24,0.9,3
363.83,0,1.61,65.8,0.82,17.93,19.11,0.92,2
347.14,0,1.82,56.51,0.63,14.68,15.95,1.01,2
340.46,0,1.97,49.35,0.57,12.91,14.3,1.2,2
337.12,0,1.99,45.06,0.56,11.88,13.36,1.36,2
333.79,0,2.01,41.49,0.57,11.44,12.98,1.47,2
337.12,0,2.06,37.19,0.56,11.32,12.82,1.57,2
340.46,0,1.99,33.62,0.52,11.24,12.67,1.66,2
340.46,0,1.89,30.04,0.47,11.25,12.58,1.62,2
340.46,0,1.78,27.9,0.44,11.27,12.49,1.43,2
343.8,0,1.74,28.61,0.46,11.64,12.73,1.22,2
363.83,0,1.69,34.33,0.51,13,13.92,1.05,2
377.18,0,1.59,37.19,0.48,13.73,14.55,0.87,2
393.87,0.05,1.67,34.69,0.47,14.06,14.99,0.79,2
407.22,0.12,1.46,36.84,0.57,14.19,15.24,1.14,2
433.92,0.17,1.37,46.49,0.81,14.8,15.92,1.93,2
420.57,0.11,0.92,58.65,0.72,12.73,13.32,1.35,2
423.91,0.09,0.84,69.38,0.73,13.73,14.13,1,2
427.25,0.08,0.9,78.68,1.03,16.56,16.93,0.74,2
383.85,0.07,0.83,71.53,0.89,13.18,13.63,0.59,2
327.11,0.05,0.73,60.8,0.45,8.57,9.13,0.59,1
300.41,0.03,0.77,62.23,0.28,8.61,9.27,0.59,1
297.07,0.02,1.08,65.09,0.26,10.21,11.02,0.71,2
307.08,0.01,1.54,62.23,0.33,11.02,11.99,0.82,2
313.76,0,1.91,58.65,0.39,10.9,11.92,0.83,2
323.77,0,2.31,50.07,0.45,10.96,12.19,0.97,2
330.45,0,2.55,40.05,0.5,11.03,12.61,1.28,2
333.79,0,2.61,32.9,0.56,11.11,13.02,1.74,2
347.14,0.01,3.09,22.17,0.62,11.71,14.36,2.72,2
367.17,0.02,3.73,12.88,0.65,12.83,16.02,4.18,2
383.85,0.02,4.03,10.46,0.66,13.74,16.73,6.46,2
373.84,0.01,3.81,11.8,0.63,14.09,16.51,8.36,2
353.81,0.01,3.13,11.98,0.48,13.85,15.87,7.16,2
337.12,0.01,2.49,11.44,0.34,13.31,15.05,4.88,2
330.45,0.01,2.01,14.84,0.26,11.05,12.39,2.91,2
327.11,0.01,1.78,14.13,0.23,9.17,10.42,2.09,1
350.48,0.02,1.99,38.98,0.49,10.26,11.63,1.25,2
367.17,0.03,2.34,38.62,0.66,10.88,12.28,1.6,2
370.5,0.05,2.34,40.41,0.78,10.66,11.96,1.96,2
347.14,0.04,1.65,45.78,0.67,8.37,9.31,1.57,1
317.1,0.02,0.94,50.07,0.42,4.7,5.28,0.99,1
297.07,0.01,0.53,53.64,0.22,3.22,3.65,0.65,1
293.73,0,0.38,52.21,0.13,2.58,2.91,0.47,1
293.73,0,0.39,46.49,0.13,2.22,2.49,0.46,1
290.39,0,0.44,40.05,0.14,2.03,2.31,0.47,1
283.72,0,0.58,34.33,0.16,2.06,2.41,0.54,1
283.72,0,0.79,30.4,0.2,2.29,2.75,0.65,1
280.38,0,0.92,28.97,0.23,2.56,3.13,0.77,1
293.73,0.01,1.74,20.21,0.37,3.42,4.74,1.44,1
310.42,0.03,2.34,12.7,0.45,4.58,6.76,2.12,1
320.44,0.06,2.61,8.58,0.51,5.54,8.39,3.07,1
327.11,0.11,2.87,5.9,0.52,6.26,9.53,3.8,1
327.11,0.11,2.61,5.72,0.39,6.73,9.65,2.98,1
320.44,0.04,2.04,9.48,0.26,6.7,8.85,2.15,1
300.41,0,1.59,23.25,0.3,5.55,6.81,3.36,1
307.08,0,1.89,26.11,0.39,5.6,6.92,6.02,1
317.1,0,2.25,27.18,0.47,5.88,7.24,8.49,1
327.11,0,2.57,27.9,0.55,6.29,7.81,11.27,1
330.45,0,2.66,28.61,0.58,6.48,8.18,12.03,1
293.73,0.1,0.9,37.55,0.26,5.13,6.04,2.01,1
293.73,0.09,0.77,40.41,0.29,5.17,6,1.28,1
293.73,0.07,0.73,43.27,0.33,4.9,5.63,1.12,1
287.06,0.04,0.52,47.21,0.27,3.88,4.39,0.75,1
283.72,0.02,0.37,47.21,0.2,3.24,3.63,0.62,1
287.06,0.01,0.29,45.06,0.16,3.17,3.53,0.54,1
300.41,0.01,0.29,41.84,0.15,3.74,4.11,0.52,1
313.76,0.01,0.35,37.55,0.16,4.98,5.37,0.56,1
323.77,0.01,0.46,34.33,0.16,5.75,6.12,0.59,1
330.45,0.01,0.9,29.68,0.23,6.24,6.67,0.82,1
343.8,0,1.52,25.75,0.34,6.88,7.49,1.17,1
350.48,0,1.91,23.6,0.41,7.55,8.41,1.55,1
357.15,0,2.14,23.6,0.48,8.2,9.25,2.01,1
360.49,0,2.16,24.32,0.48,8.55,9.68,2.22,1
360.49,0,2.12,24.32,0.47,8.43,9.59,2.34,1
353.81,0,2.14,22.35,0.44,7.97,9.15,2.57,1
343.8,0,2.19,19.85,0.4,7.42,8.51,3.23,1
337.12,0,2.21,18.6,0.41,6.95,8.01,4.43,1
330.45,0,2.14,18.06,0.39,6.68,7.75,5,1
320.44,0,1.84,16.81,0.3,6.18,7.21,3.61,1
310.42,0,1.59,18.42,0.24,5.17,6.05,2.57,1
293.73,0,1.3,23.96,0.21,3.73,4.24,1.9,1
283.72,0,1.14,25.39,0.18,3.18,3.61,1.57,1
287.06,0.01,1.41,27.9,0.28,2.95,3.5,1.27,1
293.73,0.03,1.67,30.04,0.38,3.13,3.7,1.22,1
300.41,0.03,1.54,33.26,0.41,3.35,3.89,1.08,1
287.06,0.02,0.79,39.7,0.25,2.68,3.04,0.68,1
280.38,0.02,0.49,42.2,0.17,2.19,2.46,0.58,1
277.04,0.02,0.42,43.27,0.16,2.03,2.28,0.58,1
277.04,0.02,0.4,43.63,0.15,1.91,2.13,0.58,1
280.38,0.02,0.44,44.35,0.16,1.98,2.22,0.62,1
280.38,0.01,0.5,45.06,0.16,2.31,2.55,0.64,1
287.06,0.01,0.96,41.13,0.26,3.06,3.47,0.92,1
300.41,0,1.63,35.76,0.39,3.88,4.53,1.17,1
310.42,0,2.01,32.54,0.47,4.47,5.4,1.38,1
317.1,0,2.29,31.47,0.56,5.06,6.23,1.77,1
327.11,0,2.55,30.04,0.61,5.61,6.93,1.96,1
327.11,0,2.36,30.76,0.53,5.8,7.08,1.77,1
330.45,0.01,2.44,22.89,0.45,6.1,7.99,1.95,1
333.79,0.03,2.7,12.16,0.39,6.82,9.46,2.44,1
333.79,0.05,2.53,7.96,0.33,7.43,10.08,3.01,1
323.77,0.04,2.19,7.51,0.28,7.68,9.8,3.1,1
313.76,0.04,1.91,7.33,0.23,7.74,9.46,2.66,1
310.42,0.04,1.8,7.96,0.21,7.79,9.24,2.28,1
317.1,0.01,1.86,14.66,0.24,7.42,8.44,1.96,1
327.11,0.01,2.06,13.59,0.26,7.6,8.6,1.74,1
313.76,0.02,1.65,30.04,0.29,6.18,6.87,1.08,1
307.08,0.04,1.71,30.76,0.39,5.65,6.32,1.12,1
293.73,0.06,1.56,30.76,0.44,5.03,5.69,1.12,1
270.37,0.04,1.14,31.83,0.37,4.21,4.8,1.01,1
250.34,0.03,0.87,32.19,0.32,3.62,4.12,0.95,1
236.99,0.02,0.71,32.54,0.29,3.18,3.62,0.93,1
230.31,0.01,0.61,32.54,0.25,2.85,3.23,0.82,1
226.97,0.01,0.58,32.19,0.22,2.58,2.92,0.75,1
230.31,0,0.59,32.9,0.21,2.47,2.78,0.71,1
253.68,0.01,1.61,25.39,0.37,2.86,3.53,1.12,1
287.06,0.01,2.87,17.52,0.56,3.48,4.74,1.73,1
307.08,0.01,3.56,13.05,0.71,4.03,6.03,2.72,1
327.11,0.01,3.94,11.62,0.91,4.69,7.42,4.37,1
333.79,0.01,3.68,11.18,0.89,5.21,8.2,4.37,1
327.11,0,3.13,12.88,0.74,5.3,8.15,3.52,1
297.07,0,2.23,18.6,0.48,4.28,6.37,2.22,1
290.39,0,2.12,13.77,0.36,4.23,6.26,1.84,1
280.38,0.01,1.89,10.91,0.25,4.07,5.82,1.58,1
267.03,0.01,1.61,11.09,0.18,3.58,4.86,1.35,1
260.35,0.01,1.39,11.98,0.15,3.13,3.94,1.11,1
260.35,0.01,1.31,12.34,0.13,2.98,3.53,0.97,1
260.35,0.01,1.2,12.7,0.12,3.08,3.53,0.9,1
263.69,0.01,1.11,13.23,0.12,3.19,3.7,0.89,1
1668.93,26.15,20.56,1.15,31.47,81.66,100.17,11.15,5
1161.58,11.85,28.79,13.05,33.85,59.03,70.38,6.71,5
1068.12,8.61,29.82,30.04,33.38,54.65,63.67,6.4,5
961.3,5.53,28.45,54.36,31.47,53.95,61.58,6.4,5
814.44,2.85,22.62,74.39,25.51,46.03,51.3,5.26,4
761.03,2.07,24.68,70.1,26.94,39.92,44.13,5.38,4
774.38,1.13,31.87,55.08,31.47,36.94,40.96,5.89,4
787.74,1.26,35.99,39.34,34.81,33.89,37.91,6.46,4
827.79,3.63,39.76,33.98,40.53,34.02,38.3,7.22,4
894.55,5.09,42.84,32.9,45.78,35.48,40.13,7.79,4
1134.87,8.38,54.15,23.25,57.22,43.88,51.03,10.26,4
1441.96,7.82,65.12,8.05,62.94,58.25,69.52,12.54,5
1602.17,3.58,63.75,2.75,56.27,75.73,90.35,12.54,5
1895.9,2.65,65.12,3.44,54.84,104.22,123.22,12.92,5
2056.12,2.71,64.43,2.95,49.59,123.29,145.58,12.67,5
2002.72,2.12,59.63,3.76,41.49,122.53,144.52,11.78,5
1842.5,1.75,53.47,4.47,34.33,107.65,127.24,10.64,5
1655.58,2.04,47.98,3.53,29.8,90.42,106.93,9.12,5
1508.71,3.47,43.18,1.63,28.37,79.88,94.64,8.61,5
1415.25,4.86,37.36,0.79,25.75,73.15,86.4,8.36,5
1375.2,6.65,32.9,0.38,24.32,69.24,80.99,8.11,5
1361.85,9.05,30.16,0.15,24.8,66.78,77.96,7.85,5
1348.5,13.19,28.45,0.04,27.9,65.06,76.52,7.85,5
1335.14,17.43,26.05,0.02,31.95,62.2,74.11,8.23,5
1375.2,22.13,23.31,1.54,36.72,60.13,73.01,9.63,5
1335.14,24.36,25.02,5.81,42.92,53.55,65.34,8.99,5
1321.79,23.02,30.5,8.76,48.16,50.29,61.06,8.87,5
1201.63,16.54,35.64,11.18,49.59,45.24,54.5,8.61,4
867.84,5.2,31.87,23.25,35.29,30.54,36.47,6.27,4
794.41,3.58,31.19,31.47,34.81,26.92,31.77,5.95,4
821.11,3.1,34.27,37.55,38.15,28.14,32.76,6.27,4
834.47,2.35,35.3,43.27,38.62,29.46,33.93,6.27,4
854.49,1.58,37.01,48.64,40.05,32.55,37.06,6.46,4
907.9,0.87,38.39,54.36,41.49,37.82,42.52,6.65,4
1134.87,0.71,50.04,45.78,51.5,49.75,56.32,8.74,4
1428.6,0.34,62.38,27.54,60.56,65.27,74.91,11.02,5
1562.12,0.08,61.69,21.28,58.65,77.04,88.9,11.4,5
1895.9,0.45,65.12,13.59,57.7,97.46,113.84,13.05,5
2189.64,1.79,64.43,4.92,51.98,116.29,138.23,13.81,5
2216.34,3.27,58.95,2.33,44.35,121.68,146.39,13.55,5
2109.53,3.8,55.52,1.79,37.19,115.76,139.51,12.16,5
1895.9,3.38,52.78,1.9,32.42,103.46,122.98,10.01,5
1708.98,3.33,50.04,1.74,30.28,96.49,112.97,9.25,5
1575.47,2.99,45.24,1.92,26.94,91.07,104.15,8.87,5
1468.66,2.91,39.76,1.99,24.56,84.98,96.07,8.49,5
1388.55,3.86,36.33,1.34,24.32,79.92,89.94,8.11,5
1348.5,6.15,33.93,0.59,26.7,76.45,85.88,7.92,5
1348.5,7.71,31.53,0.43,27.66,73.65,83.8,8.11,5
1375.2,9.61,29.47,4.87,29.56,71.31,82.5,8.87,5
1268.39,9.5,30.5,18.6,33.38,60.42,70.31,7.98,5
1201.63,8.05,33.93,25.03,36.24,54.35,64.02,7.98,5
1054.76,3.86,37.01,27.54,36.24,47.91,57.15,7.92,4
867.84,0.87,32.9,30.76,30.99,35.74,42.37,6.21,4
807.76,1.33,33.59,29.33,33.85,29.84,35.33,6.14,4
834.47,2.12,36.67,27.9,39.1,29.01,34.61,7.03,4
827.79,2.18,36.67,29.68,40.05,28.76,34.33,7.47,4
834.47,2.21,39.41,28.25,41.96,29.88,35.14,7.66,4
867.84,2.21,42.84,25.03,44.35,31.87,36.84,7.66,4
1081.47,6.2,52.09,15.74,53.41,39.42,45.4,8.99,4
1348.5,9.5,58.26,4.65,58.17,49.51,57.45,10.51,4
1455.31,9.28,53.47,0.4,52.45,56.54,66.46,10.89,5
1615.52,10.84,50.72,0.2,50.55,67.81,81.6,11.91,5
1735.69,11.62,49.35,0.13,45.3,76.35,93.77,12.03,5
1735.69,10.62,46.61,0.16,37.67,78.57,97.64,11.53,5
1668.93,10.06,42.5,0.16,30.99,74.64,93.02,10.26,5
1508.71,9.95,39.07,0.13,27.42,66.05,81.86,8.49,5
1375.2,9.95,36.67,0.11,26.7,61.37,74.97,7.85,5
1308.44,9.28,33.59,0.13,23.84,60.46,72.19,7.79,5
1361.85,10.84,30.85,0.06,22.17,64.25,76.01,8.36,5
1441.96,14.53,28.1,0.02,23.37,70.12,82.16,9.37,5
1535.42,19.22,25.71,0,25.75,75.44,88.01,10.13,5
1562.12,21.23,22.96,0.01,27.42,76.06,89.48,10.26,5
1602.17,21.91,22.28,0.89,31.95,73.66,88.57,11.02,5
1281.74,14.53,30.16,6.97,38.15,53.52,63.89,8.23,5
1188.28,10.95,32.9,18.24,38.62,45.56,54.46,7.98,4
1054.76,6.99,32.22,38.62,36.72,40.98,48.83,8.11,4
847.82,3.69,24.68,67.23,28.85,34.15,39.89,6.9,4
754.36,2.32,22.28,80.82,26.46,32.13,36.76,6.02,4
747.68,1.75,21.59,85.12,25.99,32.21,36.43,5.89,4
707.63,1.34,19.02,81.54,21.94,29.72,33.56,5.89,4
734.33,1.09,20.74,76.53,21.7,30.22,34.13,6.59,4
794.41,0.78,23.31,73.67,23.13,32.79,36.94,7.41,4
1201.63,1.01,41.81,46.49,32.42,43.96,50.93,12.03,4
1682.28,1.37,56.89,13.95,37.19,57.96,68.79,17.23,5
1895.9,4.97,54.15,1.7,36.24,68.46,82.37,18.24,5
2029.42,10.28,50.72,0.22,38.15,79.14,96.14,16.72,5
1869.2,10.51,46.61,0.17,34.81,76.62,94.27,14.31,5
1588.82,8.61,40.44,0.25,28.85,65.27,81.05,12.16,5
1255.04,6.93,33.93,0.41,24.08,49.88,63.28,10.39,4
1054.76,7.1,29.13,0.34,21.7,40.92,52.53,8.36,4
907.9,5.09,26.05,0.62,18.36,36.27,46.05,6.84,4
827.79,2.96,23.65,1.65,15.5,33.8,42.08,5.89,4
801.09,2.54,23.31,2.12,15.26,33.49,40.92,5.64,4
807.76,2.77,23.31,2.03,16.45,34.45,41.45,5.76,4
827.79,3.52,24.33,1.59,18.84,36.34,43.18,5.95,4
854.49,3.58,25.36,1.83,20.98,38.76,45.64,6.33,4
947.95,4.75,25.36,7.24,23.6,44.67,52.39,7.22,4
1028.06,5.7,26.73,21.1,27.18,50.58,58.45,7.22,5
1028.06,4.81,27.76,36.12,28.37,52.98,60.57,7.22,5
961.3,3.02,25.71,54.36,27.18,53.08,60.04,7.28,5
814.44,1.48,18.68,72.24,20.74,42.18,47.01,5.64,4
734.33,0.96,15.25,82.25,17.41,32.29,35.6,4.62,4
700.95,0.71,13.37,87.26,15.26,26.62,29.13,4.18,4
660.9,0.57,12.17,85.12,13.35,21.29,23.29,3.96,3
627.52,0.47,14.05,70.81,14.19,18.45,20.31,4.12,2
600.82,0.26,16.28,52.21,14.9,16.27,18.11,4.31,2
667.57,0.21,23.31,31.47,19.07,17.25,19.57,5.26,2
761.03,0.45,28.1,15.91,21.22,19.36,22.4,6.08,2
814.44,0.78,28.79,9.3,20.74,22.19,26.03,6.21,3
867.84,1.59,29.82,5.41,22.17,25.95,31.32,6.78,4
847.82,1.87,27.42,4.2,20.98,26.16,32.35,6.9,4
821.11,1.84,25.02,4.02,18.6,25.56,32.16,6.9,4
